,House Name,Price $
3849,"Stylish apartment/ Serene Room in Williamsburg, BK",70
3850,La ponderosa,40
3851,Huge 2 bed 2 bath Apartment!,250
3852,Bohemian Brooklyn Bungalow,80
3853,Amazing New York apt  in Harlem with Backyard!!!,85
3854,Cozy bedroom in Lower East Side,70
3855,"Bright room, close to everything.",55
3856,"Stylish, Affordable & Private Room",60
3857,Amazing Greenpoint Loft-Best Deal!,100
3858,Private Room in Williamsburg Loft,73
3859,Spacious and bright 2 or 3 bedroom,145
3860,Lovely private room close to Manhattan,65
3861,Cozy 2-BD w/ Lots of Light,162
3862,NYC Apt - Close to Metro & Mnhtn,275
3863,Large 1BR - PRIME Williamsburg,56
3864,"Modern, Clean, West Village Apt!",200
3865,ART COLLECTORS APARTMENT - TIMES SQUARE-10TH AV.,250
3866,URBAN CHIC VIDEO/PHOTO SHOOTS ONLY,500
3867,Safe Sunny 1brm near subway,120
3868,Peaceful Artsy Huge Sunny Bedroom!,55
3869,Cozy Room in Park Slope,59
3870,"Quiet Apartment in Williamsburg, Bk",99
3871,Full Apt w/ large kitchen in UES,155
3872,Spacious and Amazing Location!,200
3873,Private bedroom in historic Chinatown apartment,60
3874,"Great 1 Br Apt, Ozone Park, NYC",85
3875,Master bedroom in historic house,150
3876,Chez Jazz BnB--Cozy BK/Queens room,45
3877,Times Square Area Quiet + Private Guest Studio,200
3878,Amazing Two Bedroom Apartment,120
3879,Hell's Kitchen- Times Square,100
3880,Sophisticated Harlem True 2BR NYC,195
3881,Cozy private room available in a great location,38
3882,"Artsy and Comfy Bedroom, Living Room, Terrace",75
3883,"New 1-Bdrm, 3-beds in Bensonhurst, Brooklyn, NY",76
3884,Entire 1400 sq ft Artist Loft - FOUR Private Rooms,175
3885,The Rose House,500
3886,"The center of NYC, Brooklyn!",179
3887,"SALE 2 BEDROOMS, LARGE MASTER & GUEST BEDROOM",200
3888,Spacious apt in the Lower East Side,400
3889,"A Simple, Calm Space",32
3890,Charming Bedroom in Artists Colony,50
3891,Room in Huge 3 Bedroom  L.E.S,75
3892,Near Columbia Universit/Female only,40
3893,"House of Music and Art, Large Happy Room, full bed",62
3894,The Notorious B.N.B. { The Pfizer },239
3895,Your Very Own Williamsburg Apt!,179
3896,Williamsburg 1 bedroom appartement,250
3897,Luxury West Village apt with views!,400
3898,"Harlem 1 BR, Private Master Bath",98
3899,"Heart of Williamsburg, Brooklyn!",89
3900,Cozy apt in the Upper East Side,185
3901,In the heart of the East Village,125
3902,"Elegant Brooklyn Comfort, One Bedroom",180
3903,Relaxed Comfortable Beds in A Cozy Apartment.,30
3904,The Big Brooklyn,60
3905,Modern Lower East Side Apartment,115
3906,"Private home, quiet Brooklyn street",200
3907,Cute Apartment in Williamsburg,70
3908,Sunny Studios in Historic Browstone,179
3909,1 Bedroom Bushwick apartment,109
3910,Private Room HK/Theatre District!,124
3911,Trendy Apt by Chelsea Market with High Line Views,159
3912,"Bright, Eclectic, Happy Brooklyn Apartment",85
3913,Amazing Room—Private Bath (100% LEGAL!),109
3914,Luxury Alcove Studio Apt in TriBeCa,110
3915,Newly Built Full Bedroom In TriBeCa,500
3916,"Cozy BR in Hamilton Heights, Harlem",65
3917,Private Room Available in nice apartment!,112
3918,"Bright, Airy Room Share for 2",25
3919,Newly renovated 1BD on UWS,220
3920,Your own apartment in Bushwick,79
3921,Great 2 bdr apt in WB/Greenpoint,200
3922,Private Room Brooklyn NY,55
3923,"Lovely Private Bedroom in Vibrant Bronx, NY",50
3924,Modern Duplex Studio Factory Loft,129
3925,Stunning 1br in Historic Brownstone,195
3926,Charming Mid-Century Studio,79
3927,Bedroom in sunny downtown apartment,65
3928,Theater District Studio (Sleeps 4),123
3929,Loft in Williamsburg! ,70
3930,"Guest rm, 2 stops from GrandCentral",100
3931,Comfy Room in Park Slope,69
3932,HUGE LUX 2FLOOR 2 BDRMSOHO LOFTw/HOME CINEMA,450
3933,Soho loft with everything,650
3934,Cozy Entire Apt1Bd APT inGREAT Loc,125
3935,Charming Spacious Master Bedroom,75
3936,Charming 2BR in Greenpoint,154
3937,Charming Upper West Side Studio,60
3938,2019 Special! LARGE West Village 1 BED!,279
3939,Quiet & private room in luxury doorman bldg,80
3940,"Bright, Modern Room in East Village!",84
3941,"Sunny, charming duplex in best Brooklyn 'hood",180
3942,Awesome Child Friendly Apartment!,100
3943,Private room in Clinton Hill,86
3944,Center Park Slope 2 Bedroom Townhouse Apartment,189
3945,Close to everything - Jr 1 bedroom,130
3946,Ultimate Luxury Manhattan Apartment,150
3947,Beautiful 1br loft in Brooklyn,149
3948,Gorgeous Private 1BR. 10m to MHTN.,83
3949,Upper East Side Large 2 Bedroom,180
3950,"$455 Cozy 1bd, BKLYN Sublet March",18
3951,Charming Brooklyn Brownstone,100
3952,1890s North Williamsburg Townhouse,145
3953,Pristine Lower East Side Sanctuary,133
3954,Big BR 15 min away from Manhattan,75
3955,Beautiful Bright & Airy Guest Room ,100
3956,East Village,99
3957,Spacious one bedroom in prime Fort Greene,132
3958,Beautiful Central Park Apartment!,72
3959,1 BEDROOM ENTIRE HOME/APT❤ ASTORIA,125
3960,"New, spacious 1BD in Williamsburg",102
3961,New Factory Converted Studio Loft,129
3962,"2 Bedroom in Carroll Gardens West, minimum 1 month",107
3963,BEAUTIFUL ARTIST APT IN NOLITA w/ Private Backyard,250
3964,Centrally located in Bayside / Nice,90
3965,Upper West Side Lux Apt. Available 8/5-8/14/2017,200
3966,"Great, cozy room in Williamsburg!",90
3967,Luxury Living Near Central Park,200
3968,Prime Brooklyn 1BR-10min to City!,160
3969,Awesome Spot near HK/Theatre Distri,124
3970,"Sunny Master Suite: large bdrm, priv bth, priv liv",95
3971,Studio Loft with 2 queen beds and large kitchen,129
3972,Full Floor Apt with NY Skyline views,110
3973,Overlooking Harlem,92
3974,Royal Harlem TRIPLEX Home 5 Beds,175
3975,Private Room: The cheapest deal!!,30
3976,Red Hook Classic Townhouse w Garden and Treehouse,134
3977,2 BR Designer's Apt in Heart of NYC,400
3978,Chic New York city apartment,152
3979,Boutique Apt. NYC  by  24 HR Metro,75
3980,18th Floor Bright Bedroom with Private Bathroom,169
3981,Quintessential W'burg Apartment,95
3982,Quintessential W'burg Private Room,90
3983,Sunny Quiet Room In Harlem,60
3984,COZY 1 BR IN COOL LOWER EAST SIDE,180
3985,Peaceful Bed w Breakfast - Manhattan,84
3986,Big Sunny Bushwick Apartment,98
3987,Charming Studio!--Brooklyn College ,90
3988,Charming Apartment in Greenpoint,134
3989,Private Room in Large Two-floor Apt w/ Backyard,119
3990,Cozy spacious UES studio,141
3991,Charming 1 Bedroom in West Village,199
3992,"Comfy, Roomy Bushwick 1-BR ~ Steps from L/M Train",108
3993,NYC Steps from Central Park!,150
3994,"Ingefära Hus! One bedroom Williamsburg, Brooklyn",175
3995,Private 1Bed/Bath in Sunny 3Bed Apt,90
3996,Parkside Apartment on Prospect Park,45
3997,Mamas red rm#2- profs-interns-students bklyn train,49
3998,Cozy 1br mins from CASINO JFK & NYC,63
3999,Historic Harlem 2,100
4000,Private Room in WILLIAMSBURG,110
4001,Georgous 3BD in 24-hr doorman bldg,600
4002,"HUGE LUXURY 2BD/2B, 7mn TO TIME SQR",395
4003,Bright and Open Astoria Apartment!,70
4004,3 BEDS IN LOVELY 2BEDROOM/2BATH MIDTOWN RENTAL,399
4005,Fully Furnished Upper West Side 1BD,145
4006,"Comfortable, spacious “ 1 bedroom “ apartment",59
4007,Lg Private Rm 10mins to Manhattan,50
4008,1BR on Quiet Block in Nolita,145
4009,"Art-Packed, One-Of-A-Kind Triplex",245
4010,in the heart of manhattan,149
4011,Beautiful Brooklyn Room,50
4012,2-3 bedroom apt in Astoria NYC,150
4013,Cozy private room in L.E.S -,110
4014,Spacious Studio in Prospect Heights,60
4015,ENTIRE APT IN GORGEOUS PARK SLOPE,165
4016,Nice room Convenient to Manhattan A,53
4017,Huge 1 bedroom in the East Village,160
4018,Nice room Convenient to Manhattan C,38
4019,Nice room Convenient to Manhattan B,49
4020,Close to Maimonides Center. Room D,47
4021,"Unique loft in Bushwick - Offices, yoga & roof!",120
4022,Gorgeous Apartment in Battery Park!,175
4023,Beautiful 1 Bdr in the heart of NYC,129
4024,"Sunny, Child Friendly Loft. ",105
4025,Sunny luxury in Bklyn's best hood,275
4026,1BD in a Quiet Brownstone in Harlem,99
4027,Flatiron studio + dining / sunlight,210
4028,Beautiful Prewar UWS Apartment,65
4029,LUXURY 2BED CONDO / OUTDOOR STONE TERRACE,52
4030,Beautiful Master Bedroom in the Heart of Astoria,100
4031,Bright Room in Battery Park!,91
4032,Large newly renovated studio ,124
4033,/,200
4034,Elegant Triplex Townhouse,550
4035,Great room! Good for med students!,70
4036,Jewel Box Studio in Soho / Nolita,150
4037,Charm & Beauty close to Manhattan,176
4038,Beautiful and cozy 1BR Apt,99
4039,Great east village studio!,130
4040,Two real bedrooms near Central Park,109
4041,East Village Charm,75
4042,Large private bedroom in Manhattan,95
4043,Sunny Private Room Near Prospect Pk,50
4044,Sunny Private Williamsburg room,100
4045,Big & Cozy Private Room,68
4046,Apartment 6,104
4047,Huge room in South Prospect Park,30
4048,Garden Duplex in Clinton Hill,595
4049,Williamsburg: great room with a sunny terrace!,65
4050,Shared studio in East Harlem,55
4051,Beautiful 2 Bedroom in Quaint Cobble Hill,250
4052,"Williamsburg, Brooklyn Apartment",85
4053,Union Square - Best NYC location,90
4054,Charming apartment river view,90
4055,Williamsburg Bedroom & Study,90
4056,Entire home 1 BR+ office or 2 BR best UWS location,199
4057,Luxury Apt - west village/Chelsea,275
4058,Better than hotel,125
4059,1 BR with private bath new building,150
4060,Spacious Modern 2BD Apartment,140
4061,Charming Modern Studio w/Large Garden,120
4062,Brooklyn loft apt in industrial building,60
4063,Lovely home-y room in Bushwick,36
4064,Large Private Room,85
4065,Private Bedroom in Spacious Brooklyn Apartment,85
4066,Beautiful Prospect Park South room,45
4067,Washer&Dryer - 6 Subway stops to NYC / 15 min ride,92
4068,Great room with awesome amenities!,30
4069,Sunny Private Room w/Exposed Brick,75
4070,Amazing Penthouse Studio (Midtown East),99
4071,Williamsburg Dream loft,100
4072,Cozy 1BR in Beautiful Brooklyn,115
4073,Sun-drenched Artist Loft,175
4074,Large Garden Apartment in BK Brownstone,112
4075,Beautiful Brownstone near Central Park,450
4076,Exquisite Furnished 1-BR Studio,103
4077,Stylish Comfort 1-BR Upper East,117
4078,"Lovely, quiet 1-Bedroom Apt",150
4079,close to Manhattan country setting,129
4080,Luxury One Bedroom Upper West Side,145
4081,LRG 1 Bdrm w/office and backyard,115
4082,UPPER WEST SIDE 2BR APT  ,90
4083,Sunny Studio NYC West 50's,90
4084,Beautiful & Tranquil Oasis in a Great Location,100
4085,Tour like a local,41
4086,"Charming, Modern 2BR | Central Park",145
4087,Incredible 2-BR w/ Kitchen Island!,139
4088,Cute Apartment with Great Bathroom!,117
4089,Spacious room in huge loft,50
4090,Cozy Private Room Upper West Side - with Deck!,80
4091,"Large Sunny Apt, Great Location!",100
4092,Garden Appartment in Clinton Hill,225
4093,Cozy private space in a brand new apartment,70
4094,Charming Cozy Cool 2BR Apartment. ,80
4095,Tasteful Room in Charming Two Bedroom Apartment,70
4096,Budge private room F,31
4097,Private room in friendly Brownstone,40
4098,North Central Park Apartament,290
4099,"GREAT 2bed/2bath/patio, FORT GREENE",235
4100,"room in a two bedroom apt, whole apartment",200
4101,beautiful 2br 2bath 2 balconies. ,180
4102,Sunny apt steps from Prospect Pk!,110
4103,Private room in in East Village,120
4104,GORGEOUS Newly-Renovated 2-BR Flat,142
4105,Cozy Room in Lower East Side- NYC,105
4106,darling small studio,100
4107,Private room in Hell's Kitchen,102
4108,Beautiful Prime Williamsburg Apt,152
4109,Apt #2: Beautiful 2BR/1BA Crown Hgt,150
4110,Spacious Studio Suite w Adjoining Sunroom,95
4111,PRIVATE RM #1 STARTING AT $67 A NIGHT,67
4112,Private Room with a View in Brownstone Brooklyn,65
4113,Cozy Room in Williamsburg 3BR,79
4114,Artist’s Pad on Prospect Park,55
4115,"Bright, comfy 1 Bedroom apt in Manhattan",83
4116,A bright spacious one-bedroom ,200
4117,Carroll Gardens entire apartment,150
4118,"Charming Studio / East Village, NYC",160
4119,Quiet Queens Apt in middle of NYC,80
4120,Classic Upper West Side Getaway!,159
4121,"Bright, spacious 1BR in UES",90
4122,Common Area + Room in Spacious Loft-Like Apt.,45
4123,Private 1BR W/ Private Bathroom in Chinatown,100
4124,GORGEOUS LUXURY APARTMENT AND VIEW!,125
4125,Your Amazing Vacation Apartment!,100
4126,"Manhattan,  East Village next to  Lower East Side",80
4128,Bedstuy Apartment for Rent,90
4129,Stunning 1BR apt  UES/Harlem,140
4130,Private room in Charming Greenpoint,52
4131,Lovely spacious studio in LES,200
4132,A Photographer's Bohemian Artist Dream 1BD,94
4133,"Come see Brooklyn, New York",40
4134,"New York City, a safe and (mostly) quiet place.",55
4135,Private Room + Balcony in Bushwick.,69
4136,Spacious One Bedroom in Gramercy ,200
4137,"Cute Studio in Bushwick BK, NYC",100
4138,Quaint Studio Apt. $1300 monthly for one person,53
4139,Cozy 3 bedroom on upper west side,425
4140,"Priv. Room in a House,15min,Manhatt",40
4141,Zen Bedroom in Artist Loft in Williamsburg,40
4142,"1BR - gym, laundry in apt, roof ",150
4143,Private room in shared 2BR,65
4144,Comfy UWS Room near Central Park & Times Square,109
4145,Quaint Room ,60
4146,Entire spacious loft Williamsburgh,180
4147,"Cozy, close to everything in NY  :)",95
4148,Great Room In Mid Town New York NYC,140
4149,4BR Family apt 15 min to Manhattan,155
4150,City Life in Harlem,105
4151,Cozy Clean Room in Bed Stuy,45
4152,Spectacular Williamsburg 2 BR Loft,330
4153,YUGE Sunlit Furnished Room!,50
4154,Large Clean Room Midtown East NYC,100
4155,Clinton Hill BdRm in Artists' Home,49
4156,Cozy 1Bdr in Bed Stuy/Clinton Hill,65
4157,Queen Size Foam Mattress,70
4158,Spacious Gramercy 1bdrm.  Clean!,180
4159,Spectacular Views of Mid-Town,130
4160,Fort Greene 2 bedroom Apartment,225
4161,BREATHTAKING VIEWS!  POOL/GYM ** Central Park,225
4162,Bright spacious 3bd; near subways and bus,85
4163,Charming Studio in Gramercy ,125
4164,W50's Sunny Studio in a 24/7 DM BL,99
4165,Just 3 Minutes to Midtown! Live like a NYer!,95
4166,Huge Modern Waterfront Home,400
4167,Sunny Bedroom for two,99
4168,Comfortable bedroom for one person,85
4169,"Spacious, Safe, and Furnished",90
4170,Charming Entire ❤️ apartment,85
4171,Large Sunny Apartment,130
4172,Bedroom with Queensize Bed in Nolita/SoHo,95
4173,Factory Converted 1BR Loft Brooklyn,149
4174,Cosy One Bedroom in Greenpoint,225
4175,"Charming studio, great location!!!",135
4176,Beautiful Home by Central Park,140
4177,Furnished Studio UES near the Met,200
4178,Sunny Flex 2br  Loft in Brooklyn,159
4179,Large Two Bedroom Brooklyn Loft,200
4180,Apt #1: 2BR/1BA w/ Backyard,155
4181,Room In Duplex Apartment Steps to Prospect Park!,125
4182,"Independant Suite in townhouse: Big, Bright & Calm",71
4183,"Perfect location, Bushwick Full room in 2 room apt",75
4184,Cozy and quiet 2bd on the UES,275
4185,Beautiful Room In Williamsburg ,70
4186,Luxury High Rise Near Central Park,250
4187,GREAT FOR FAMILIES AND GROUPS!!!,200
4188,Cozy & modern 1 br apt in Brooklyn,90
4189,Peaceful Bedroom in Brooklyn,50
4190,Stylish Pre-war,124
4191,Studio apartment Chelsea NYC,110
4192,Cozy Room by Kaufman Studios,50
4193,Convenient Private Room in Spanish Harlem (SpaHa),75
4194,East Village w/ Private Bathroom & Roof & Elevator,90
4195,Entire Private Garden Floor of Brownstone,130
4196,DISCOUNTED Entire Apt:  Prime UWS location!,140
4197,"Full apt-Brooklyn-near park, SUNNY!",200
4198,Carroll Gardens Brownstone,350
4199,"Cheerful 1 BD in Harlem, New York",100
4200,Current Location,225
4201,Vintage Bed/Bath in Bed-Stuy,65
4202,Modern Sunny 2-Bedroom in Bushwick,145
4203,Lovely Time Square/Theater District,189
4204,Spacious Downtown Apartment,265
4205,Luxury 2 BEDS/2 BATH Midtown/Central Park,409
4206,BKLYN private room w/ private bath!,95
4207,"PRIVATE, GIGANTIC full floor loft w/priv bath",175
4208,Small Room Astoria20minToManhattan,55
4209,"Spacious 1 bedroom, prime location.",200
4210,Union Square spacious studio,200
4211,The Haven 2beds,69
4212,Beautiful Large Williamsburg Studio,135
4213,Carroll Gardens townhouse,325
4214,Cool apt in the BEST location in NYC!,95
4215,Fabulous Apt w/ Gorgeous Bathroom!,117
4216,Cozy sunny Apt in NYC,59
4217,Living Room sofa Bed in Chelsea2,85
4218,Bayview room,55
4219,Sunny Room in the Heart of it All!,80
4220,Spacious apt. in Brownstone,115
4221,COZY PRIVATE BR AT59TH ST MANHATTAN,78
4222,East Village Manhattan NYC Bedroom!,150
4223,Bright and spacious 2 bed apartment,195
4224,Large Loft in Brooklyn  w/ Deck,142
4225,Central Park Treasure,150
4226,It's very warm and friendly.,55
4227,Lovely 1-bedroom on Prospect Park,97
4228,Brooklyn Studio,70
4229,Females only for midtown apt share,70
4230,Experience ELEGANT LIFESTYLE,155
4231,Studio Apt Avail - Convenient to City & Hot Spots,68
4232,Queen size bedroom with river view! (Female only),68
4233,Beautiful brownstone apartment,150
4234,1BD on Smith St. in Carroll Gardens,150
4235,Nice 1 Bedroom in Lovely Building,150
4236,"1 Bedroom East Village, NYC",100
4237,Comfortable Strivers Row Hideaway - Monthly Rental,110
4238,Fort Greene Perfect Location,150
4239,New- Downtown Brooklyn Apt- 10 min Manhattan,160
4240,CUTE Studio in the heart of Chelsea,218
4241,Downtown NYC Soho Loft 2br,430
4242,Bright Modern Room with Balcony and City Views,79
4243,Greenwich Village Chic Cottage,120
4244,Sunny Brooklyn Heights Apartment,200
4245,Gorgeous Loft in Prime Location 2 with Rooftop,120
4246,East Village loft; authentic NY.,250
4247,Central Park beauty,200
4248,LOOK! Attached single family,75
4249,Spacious brownstone parlour ,175
4250,Beautiful Sunny fully Furnished Studio,76
4251,Beautiful 1 Bed  - Great Transport Links,75
4252,Huge duplex in chic area of BK with deck.,400
4253,cozy room /female guests,75
4254,Columbus Circle/Central Park - WIFI,189
4255,Lovely Private Bedroom in 2BR Apt,55
4256,Room in Duplex Apartment!!,80
4257,Chic Mid Century Modern 1 BD +Gym +Laundry +AC,69
4258,Cozy bedroom in shared 2br apt,100
4259,"Sunny, colorful, 1BD close to city ",100
4260,Large & Stunning 5th Ave 1 BR,300
4261,PRIVATE ROOM IN NEW YORK MANHATTAN,53
4262,1 bedroom in the heart of the UWS,179
4263,Ditmas Park 1BR,100
4264,Charming 1br apartment in Astoria,130
4265,Large New York style loft ,120
4266,Bright/Sunny/1block from Bedfordsub,150
4267,Beautiful Studio Suite! Upper East,105
4268,Sunny Bedford Stuyvesant Townhouse,150
4269,Spacious 1 BR apt in the UWS,200
4270,Beautiful Furnished Room!,39
4271,"Sunny, ample, quiet w/balcony!",67
4272,"Cozy One Bedroom + Loft in Manhattan, NYC",200
4273,Spacious Studio Loft in Brooklyn,129
4274,nice room in bedstuy D,55
4275,"Safe Clean Sunny, 15 min Manhattan",65
4276,Cozy Studio On The Upper East Side,100
4277,Clean apartment at Harlem 125/lenox.,55
4278,Large studio,240
4279,"Sunny West Village apt, 2 beds",150
4280,Apt Lincoln Center And Central Park! Best location,299
4281,Old World Elegance in Astoria!,160
4282,Charming Bedroom in renovated Apart,299
4283,"Large 1-bedroom, 2 blocks from park",99
4284,Stunning 2BR Penthouse w/City View,199
4285,"Charming, central apartment",100
4286,Cool and comfortable room for rest and relaxation,45
4287,Perfect room for one in beautiful home,44
4288,Stylish Spacious w Lrge Deck 11231,150
4289,Cozy bedroom in the heart of Bushwick,100
4290,"Modern Loft, Large Private Terrace.",185
4291,Charming Fort Greene 2 BR,150
4292,Family Friendly 3 bedroom 2 bath w. Washer/Dryer,650
4293,Gay Friendly Room Williamsburg NYC,100
4294,☀️Sunny Central Park North☀️,111
4295,Charming & Bright Studio @ W 50's,99
4296,Cozy Room with Private Entrance,75
4297,Newly Renovated Modern 1-Bed Studio,103
4298,APPARTEMENT 2 CHAMBRES ASTORIA NY,130
4299,Entire Private Modern Studio UPW Manhattan,109
4300,Live in a doll factory!,95
4301,Ting Ting's Home in Heart of Brklyn,100
4302,Huge and beautiful Park Slope Apt,155
4303,Room for Rent -  Close to City & Clean,60
4304,Brooklyn Brownstone - Prospect Park,195
4305,One Bedroom Apartment,69
4306,Cozy private room in beautiful apt,72
4307,3 BR duplex with huge backyard,300
4308,Modern 1-Bed Near Central Park,119
4309,Pvt Bedroom in Williamsburg Central,100
4310,The Notorious B.N.B. { The Erhart II },199
4311,"Cozy, Clean, Spacious Apartment!",75
4312,Williamsburg Room - 2 Blocks to L Train,100
4313,Family Friendly Apt,125
4314, quaint apartment with city views,95
4315,2B & Private Garden A Williamsburg Spacious Escape,295
4316,Awesome Apartment in Astoria,149
4317,"UWS Large clean 1Br entire apt, 2 stops fromTiMESQ",150
4318,Urban Holiday...,100
4319,June sublet in Prospect Heights,45
4320,Quiet & Central West Village Artist’s 2 Bedroom,385
4321,Private space in Brooklyn,87
4322,"Sunny, clean studio.",180
4323, garden view  / female guest ,59
4324,New York City near Staten Is. Ferry,95
4325,Holidays in Manhattan ,130
4326,Historic Bed-Stuy,120
4327,Quiet Room in Central Location,113
4328,"Safe, cozy & minutes to NYC",60
4329,Private Room in Cozy Brooklyn Apt. for Female,40
4330,Amazing and Large Modern Studio,250
4331,"Large, Bright Williamsburg Loft",150
4332,Spectacular Prospect Heights Loft,450
4333,Carroll Gardens Brooklyn Apartment ,149
4334,Sunny 1BR with Terrace/City Views,169
4335,"Lovely Park Slope Apt, Brooklyn",105
4336,Huge Room in Brooklyn Loft,42
4337,Loft Like Studio in Luxury Building,325
4338,Spacious One Bedroom in UWS,200
4339,Crown heights Brooklyn House NYC,160
4340,"Central Penthouse Room, Terrace & Private Bath",155
4341,Beautiful Garden rowhouse apartment,151
4342,West Chelsea Brownstone Apartment,200
4343,Beautiful Spacious Brooklyn Room,80
4344,Spacious 1 Bedroom in LIC,119
4346,Artist’s Pad Prospect Park,45
4347,"Spacious, Sunny 2BR near subway",115
4348,Furnished privte room,65
4349,Spacious room in the heart of Manhattan (Downtown),87
4350,"Exclusive Manhattan , 24 h doormen",110
4351,RARE: Large Room + Big Townhouse = Better Stay,80
4352,Steps from Central Park,250
4353,Quaint room in artist's apartment.,63
4354,Charming 2 Bedroom by Prospect Park,200
4355,Bright 1BR in heart of Greenpoint,185
4356,Light filled SoHo walk-up,250
4357,2 BR Sun Filled Feng Shui W Village,130
4358,Cheery Brooklyn Heights Studio!!,185
4359,Huge Room near Prospect Heights,75
4360,"Large, Bright Apt Near Central Park",240
4361,Sunshine & Cozy Bedtime in Brooklyn,65
4362,UWS Luxury Studio Near CentralPark,195
4363,October SPECIAL!! Enjoy the Holiday in NYC! Sale!,200
4364,Bright Quiet Room in the W Village,120
4365,Boerum Hill 2BR Garden Apartment,180
4366,"Bright Room Near JFK ,LGA &  Train with AC",53
4367,Charming one bedroom in the LES,200
4368,Sunny 1BR near Central Park close to Columbia U.,100
4369,Le Petit Château,86
4370,Full 1 bedroom Apt in GREAT Locale,225
4371,"Bright Large  Room near JFK, LGA & Train 2 beds",40
4372,"Large 1 bdrm, River views!",60
4373,3 Bedroom @ JFK CASINO BEACH LOCALE,70
4374,Location  Queen Elena,35
4375,FAB APT & LOCALE in HELLS KCHN PRIVATE SAFE COMFY!,250
4378,Trendy studio NYC centrally located,169
4379,Large 2 Floor Apt 2 Bdrm Sleeps 8 ,255
4380,A beautiful modern 3 bedroom apt,290
4381,STUNNING! 1BD Jr in Midtown East NY,140
4382,Sunny Manhattan Studio,115
4383, Family Friendly Brooklyn House,299
4384,Charming West Village Studio - Amazing Location!,160
4385,Upper East Side 1BR,175
4386,Near Times Square and Hell's Kitchen,120
4387,Artist's Studio in Mansion,179
4388,"Great Room, Bedford L Train!! (10min to Manhattan)",74
4389,King Bed or Two Singles - You're choice!,68
4390,Spacious Junior 1BR Apt in USQ/Flatiron,235
4391,Stylish Williamsburg Loft Apartment,100
4392,Sunny and Stylish on the Park,270
4393,Open/Sunny 2 BR in Prospect Heights,200
4394,August sublet in Greenwich Village,161
4395,Crown (Prospect) Heights Brooklyn Room,60
4396,Prime location in the east village,155
4397,"Priv Room in Artists UES Apt, Central Park & Train",95
4398,Hip Chinatown Apt in Great Location,125
4399,Perfect NYC Flat! Modern!,118
4400,Cozy Private RM Near Central Park N,80
4401,Williamsburg Oasis of Art ,210
4402,Brooklyn Heights - 1 Bedroom,150
4403,2BR on Express 2 stops to Manhattan,135
4404,"Chic, Modern Apt Near Central Park!",118
4405,☆ Central Park - Home Away From Home,110
4406,The Perfect Greenpoint Getaway,70
4407,Private cozy room,43
4408,Bright Brooklyn garden apartment!,140
4409,"NEW! Gorgeous 1-BR, Colorful Design",116
4410,Cozy & Large Corner Flex 2BR Loft,159
4411,Sun filled 2BR in BedStuy Townhouse,135
4412,"Cosy HUS Room, furnished & all utilities included!",39
4413,Sanctuary Bedroom in Huge Duplex,59
4414,One-of-a-Kind Luxury NYC EPIC VIEW!,600
4415,Private Room with Full Amenities,66
4416,Prime Tribeca! Breathtaking View,130
4417,Modern Stay in Brownstone Brooklyn,100
4418,The spot,50
4419,Hudson Heights Art Deco,185
4420,Beautiful Large Room in Park Slope,54
4421,1BR apartment in Brooklyn,100
4422,Studio in Center of Chelsea,180
4423,Old World Garden Apartment,115
4424,"Giant 3 story family house,  15 min to Manhattan",350
4425,Big Private room in Brooklyn Brownstone,32
4426,Williamsburg Luxury Apton Bedford,165
4427,Alcove Studio in Downtown Manhattan,350
4428,Unique Brooklyn Brownstone,795
4429,Cozy Williamsburg Apartment,200
4430,Gorgeous Apt in Bushwick Brooklyn,175
4431,Dani private room in Manhattan,50
4432,Heart of Manhattan: Charming 1BD,190
4433,Private Room with Private Bath,110
4434,"Carroll Gardens Row House, Brooklyn",414
4435,1BR Doorman Bldg Boerum Hill BK,135
4436,NYC Finest location!~amazing view!!,150
4437,Safe Sunny South Facing Near All,93
4438,Cozy bedroom - Upper East Side,70
4439,Beautiful turn-of-the-century home,175
4440,"Lovely, Huge, Open, Quiet, Spacious, Sunny, A/C",155
4441,2 Queen beds Studio Loft in Brooklyn,129
4442,The proud New Yorker Room,50
4443,1910 Town House in leafy Kensington,499
4444,Very unique - half block from Industry City,80
4445,Awesome Studio East 58&3rd avenue! ,115
4446,Sunny Bedroom In Astoria!,47
4447,Crown Heights Duplex Apt.,95
4448,Luxury Space  East Village 3 Bedrm sleeps 7,249
4449,Perfect 1BR / Doorman / 22 St & 2nd Ave,150
4450,Quiet bedroom in East Village NY.,77
4451,2 bedroom in the East Village,225
4452,Room in Duplex Apartment,70
4453,Awesome 2 bedroom~murray hill~deal ,100
4454,Best Deal/Columbus Circle/Renovated,87
4455,Large 2 Full BR 15min to Manhattan!,245
4456,Great apt in awesome area,300
4457,Spacious Upper East Side Pvt. Room,55
4458,One Bedroom close to everything!,120
4459,Fully Furnished Luk Room including Air Conditiner!,40
4460,1 bedroom  in  Nolita/Soho,115
4461,Great Chelsea block near Highline & Subways,93
4462,"Furnished Sublet, Manhattan, Harlem",37
4463,Penthouse in Williamsburg w/ Patio!,240
4464,Private Room in Cozy Downtown Apt!,130
4465,Explore NYC - 1 Stop to Manhattan!,70
4466,Huge 1br Loft in Brooklyn,149
4467,Musician's Private Room,100
4468,Stylish East Village Studio near Union Sq,200
4469,Bright Prospect Park Charmer,99
4470,"sunny 3 Bedrrom great view, Chelsea",220
4471,Upper East Side Steal,250
